"cpg","beta","se","p","i2","p_het","details"
"cg00106446",0.1636143,0.0486,0.000754105,"","",""
"cg01014490",-0.9814672,0.2116,3.52813e-06,"","",""
"cg03586437",-0.7881258,0.1652,1.8341e-06,"","",""
"cg06788803",-0.2256358,0.0505,7.80669e-06,"","",""
"cg08135278",-1.271732,0.2367,7.72128e-08,"","",""
"cg09025960",-0.7902514,0.1664,2.04358e-06,"","",""
"cg11345323",-0.9499692,0.1794,1.18722e-07,"","",""
"cg22865720",-0.8235049,0.1689,1.08287e-06,"","",""
"cg25975165",0.6906461,0.1863,0.000209367,"","",""
"cg06370133",-0.7442867,0.1564,1.95547e-06,"","",""
"cg24599345",-0.4443563,0.0888,5.66169e-07,"","",""
"cg10729325",-0.3705114,0.1059,0.000467978,"","",""
"cg14716208",-0.8312155,0.2379,0.000475699,"","",""
"cg16142707",-0.8489782,0.2248,0.000159033,"","",""
"cg17323383",-0.9006774,0.2285,8.06506e-05,"","",""
"cg23087239",0.7851794,0.1706,4.17229e-06,"","",""
"cg25771041",-0.4626843,0.1175,8.28026e-05,"","",""
"cg16654732",-1.4256012,0.2398,2.75531e-09,"","",""
"cg26569144",-0.9635831,0.2076,3.45879e-06,"","",""
"cg21273098",-0.2472666,0.0491,4.84198e-07,"","",""
"cg02112681",0.5955857,0.1677,0.000383594,"","",""
"cg14826215",-0.7622945,0.1741,1.19609e-05,"","",""
"cg20849378",0.6689156,0.184,0.000277221,"","",""
"cg07766672",-0.817114,0.1616,4.26214e-07,"","",""
"cg08874430",-0.3255026,0.0896,0.000279981,"","",""
"cg13128305",-0.5916794,0.1648,0.000329591,"","",""
"cg18617333",-0.7939026,0.1595,6.45643e-07,"","",""
"cg19508701",-0.9824254,0.1995,8.47985e-07,"","",""
"cg19916637",-0.6528627,0.1626,5.92703e-05,"","",""
"cg20215367",-0.7605804,0.1458,1.82483e-07,"","",""
"cg21701395",-1.0438272,0.2116,8.11963e-07,"","",""
"cg24948990",-0.9949825,0.1962,3.9335e-07,"","",""
"cg25924823",0.5565748,0.1325,2.64593e-05,"","",""
"cg01725199",-0.6520189,0.1429,5.02775e-06,"","",""
"cg13620366",0.532507,0.131,4.78087e-05,"","",""
"cg02250553",0.4427942,0.1003,1.00559e-05,"","",""
"cg13264059",-0.6092323,0.1424,1.88407e-05,"","",""
"cg19634213",-0.7861763,0.1892,3.23413e-05,"","",""
"cg23326811",-0.8253493,0.1792,4.1137e-06,"","",""
"cg04151290",-0.3227518,0.0892,0.000298715,"","",""
"cg25144930",-0.9125574,0.1907,1.70704e-06,"","",""
"cg26369667",-0.8829717,0.1789,8.00011e-07,"","",""
"cg11875268",0.9776887,0.2724,0.000331361,"","",""
"cg11004501",-0.3501701,0.0998,0.000449975,"","",""
"cg07469408",-0.3946719,0.1009,9.19133e-05,"","",""
"cg09939831",-0.8538753,0.1968,1.42831e-05,"","",""
"cg13570982",-0.797461,0.2203,0.000294868,"","",""
"cg20480233",-0.8052719,0.1798,7.47257e-06,"","",""
"cg05624510",-0.8130831,0.1517,8.27503e-08,"","",""
"cg19168961",-0.5396224,0.1189,5.63594e-06,"","",""
"cg22296620",0.3509844,0.0958,0.000249219,"","",""
"cg22409276",-0.7143654,0.1802,7.38794e-05,"","",""
"cg23790326",-0.6234848,0.1423,1.18274e-05,"","",""
"cg02232531",-0.5264759,0.1478,0.000367168,"","",""
"cg06818515",0.6989127,0.1454,1.53328e-06,"","",""
"cg07243103",-0.3674247,0.0933,8.27491e-05,"","",""
"cg08806263",-0.2454037,0.0688,0.000358327,"","",""
"cg08843134",0.436736,0.1197,0.00026222,"","",""
"cg09378497",-0.5773869,0.1227,2.50856e-06,"","",""
"cg09876101",-0.2445059,0.0651,0.000173327,"","",""
"cg16726667",-0.6532922,0.1606,4.7413e-05,"","",""
"cg19390357",0.6004404,0.1694,0.00039445,"","",""
"cg00032419",-1.1430095,0.2068,3.27536e-08,"","",""
"cg00265578",-0.9645883,0.1847,1.76034e-07,"","",""
"cg02456708",-0.4558489,0.0982,3.44314e-06,"","",""
"cg02516388",-0.2506612,0.0583,1.73002e-05,"","",""
"cg04029055",-0.6361224,0.1831,0.000511822,"","",""
"cg04880618",-0.7390575,0.2198,0.000772536,"","",""
"cg05933803",-0.2289858,0.0418,4.15581e-08,"","",""
"cg11122493",-0.8718122,0.2188,6.77695e-05,"","",""
"cg11516830",0.3307358,0.0986,0.000794658,"","",""
"cg12025027",-0.746516,0.1954,0.000132813,"","",""
"cg13204512",-1.3060439,0.2414,6.32776e-08,"","",""
"cg16579555",-1.5127885,0.2475,9.77374e-10,"","",""
"cg18699112",-0.7579261,0.1518,5.93418e-07,"","",""
"cg21919790",-0.6623381,0.1583,2.86063e-05,"","",""
"cg26185554",-0.6724396,0.1603,2.73595e-05,"","",""
"cg03705926",-0.5918695,0.1416,2.92462e-05,"","",""
"cg05288071",0.8111323,0.1984,4.33183e-05,"","",""
"cg08118159",-0.3678703,0.1064,0.000546309,"","",""
"cg13341720",-0.6601515,0.1448,5.15002e-06,"","",""
"cg13426839",0.6326887,0.1783,0.000386493,"","",""
"cg15469014",0.4938466,0.1325,0.000193663,"","",""
"cg16200496",-0.8780391,0.1857,2.26741e-06,"","",""
"cg18496502",0.7935839,0.1739,5.01884e-06,"","",""
"cg18873530",-0.4250172,0.1287,0.00095888,"","",""
"cg20737072",0.4418865,0.1008,1.17544e-05,"","",""
"cg24198953",-0.8512737,0.2123,6.08326e-05,"","",""
"cg24843246",0.8932538,0.1826,1.00505e-06,"","",""
"cg07556403",-0.5956797,0.1508,7.7782e-05,"","",""
"cg09923107",-0.4845674,0.1348,0.000326364,"","",""
"cg16364152",0.2991379,0.088,0.000673937,"","",""
"cg22005634",-0.5137732,0.1264,4.78307e-05,"","",""
"cg03779431",-0.390123,0.0897,1.37646e-05,"","",""
"cg23423230",0.5502546,0.1457,0.000159719,"","",""
"cg06839820",-0.5527804,0.1423,0.000102448,"","",""
"cg22515201",-0.6494432,0.1971,0.000982257,"","",""
"cg24823993",-0.2438715,0.0541,6.52172e-06,"","",""
