cpg,beta,se,p,i2,p_het,details
cg11009596,-2.02649,0.10489,3.18E-33,,,
cg09932758,-2.22771,0.1153,3.18E-33,,,
cg03111114,1.82509,0.09447,3.19E-33,,,
cg14018153,-2.01271,0.10418,3.20E-33,,,
cg02429905,-1.49618,0.07745,3.21E-33,,,
cg08486903,2.41939,0.12524,3.22E-33,,,
cg18526607,-2.04054,0.10563,3.22E-33,,,
cg21220374,1.45469,0.07531,3.24E-33,,,
cg04706338,1.74241,0.09021,3.24E-33,,,
cg16941302,-2.28133,0.11812,3.26E-33,,,
cg18660345,-1.91046,0.09892,3.26E-33,,,
cg07993547,-2.83254,0.14666,3.26E-33,,,
cg11952315,-1.77031,0.09167,3.28E-33,,,
cg11878955,2.07853,0.10763,3.28E-33,,,
cg21282907,1.95333,0.10115,3.29E-33,,,
cg06443644,1.459,0.07555,3.29E-33,,,
cg15641364,-1.5219,0.07882,3.31E-33,,,
cg14541915,-2.10706,0.10913,3.32E-33,,,
cg01723761,1.41066,0.07306,3.33E-33,,,
cg06434732,-1.36936,0.07092,3.34E-33,,,
cg01074767,2.47738,0.12832,3.36E-33,,,
cg09262442,1.97444,0.10227,3.36E-33,,,
cg05399718,1.94195,0.1006,3.39E-33,,,
cg08790319,1.50363,0.0779,3.39E-33,,,
cg15362894,-1.62876,0.08439,3.42E-33,,,
cg00510870,-1.56254,0.08096,3.43E-33,,,
cg25758978,2.38526,0.12359,3.43E-33,,,
cg01930719,2.23992,0.11606,3.43E-33,,,
cg07991621,-2.11057,0.10936,3.44E-33,,,
cg10454568,1.67851,0.08698,3.46E-33,,,
cg01509243,-1.89014,0.09795,3.46E-33,,,
cg20822579,-2.49162,0.12912,3.47E-33,,,
cg09061733,2.2643,0.11734,3.48E-33,,,
cg18704527,-1.86127,0.09646,3.49E-33,,,
cg07564598,-3.15055,0.16329,3.50E-33,,,
cg02552189,1.94923,0.10103,3.52E-33,,,
cg11684022,-2.87533,0.14904,3.52E-33,,,
cg11182257,-2.06604,0.10709,3.53E-33,,,
cg07480608,-1.95801,0.10149,3.53E-33,,,
cg22879111,1.9785,0.10256,3.54E-33,,,
cg00828762,-2.52613,0.13094,3.54E-33,,,
cg08125539,-1.5497,0.08033,3.55E-33,,,
cg13159388,-1.98055,0.10269,3.60E-33,,,
cg22862005,-1.68323,0.08728,3.61E-33,,,
cg00684075,1.66667,0.08642,3.62E-33,,,
cg22759185,1.394,0.07229,3.63E-33,,,
cg20040765,-1.89653,0.09835,3.63E-33,,,
cg02536026,-1.96709,0.10201,3.64E-33,,,
cg02927327,-1.93082,0.10013,3.64E-33,,,
cg11827101,-2.17852,0.11298,3.65E-33,,,
cg15895197,-1.57207,0.08153,3.65E-33,,,
cg07100000,-1.68236,0.08725,3.66E-33,,,
cg24305555,2.5263,0.13101,3.66E-33,,,
cg08929626,2.64475,0.13716,3.66E-33,,,
cg18652683,-1.85214,0.09605,3.66E-33,,,
cg04659582,2.29422,0.11898,3.66E-33,,,
cg14557825,1.64929,0.08554,3.67E-33,,,
cg02922776,-1.75114,0.09082,3.67E-33,,,
cg20569203,-2.09931,0.10888,3.69E-33,,,
cg04439252,1.60019,0.083,3.69E-33,,,
cg01928553,1.83852,0.09536,3.70E-33,,,
cg20633956,2.38013,0.12346,3.71E-33,,,
cg01526217,-1.78171,0.09242,3.72E-33,,,
cg24011500,-2.07382,0.10758,3.72E-33,,,
cg19571004,1.71369,0.0889,3.72E-33,,,
cg03959515,1.83267,0.09507,3.73E-33,,,
cg01963374,1.48854,0.07722,3.74E-33,,,
cg03523630,2.27505,0.11802,3.74E-33,,,
cg14020320,-2.30708,0.11969,3.74E-33,,,
cg23777479,2.06748,0.10726,3.76E-33,,,
cg26151675,-1.92832,0.10005,3.77E-33,,,
cg18846889,2.0692,0.10737,3.81E-33,,,
cg05606799,2.21529,0.11495,3.81E-33,,,
cg26162326,-1.97358,0.10242,3.83E-33,,,
cg03233426,-1.84143,0.09556,3.83E-33,,,
cg22367549,-1.82883,0.09491,3.84E-33,,,
cg08454507,-1.9363,0.1005,3.88E-33,,,
cg07954324,1.45329,0.07543,3.88E-33,,,
cg09535960,-2.01992,0.10484,3.88E-33,,,
cg23222406,1.44675,0.07509,3.88E-33,,,
cg27111150,1.93957,0.10067,3.88E-33,,,
cg12183875,2.10006,0.109,3.89E-33,,,
cg13056510,-1.96903,0.10221,3.90E-33,,,
cg20577019,-2.61698,0.13584,3.90E-33,,,
cg17112426,-1.71387,0.08897,3.91E-33,,,
cg23506842,-2.27551,0.11812,3.91E-33,,,
cg04012844,2.39795,0.12448,3.92E-33,,,
cg26288502,-2.04089,0.10595,3.92E-33,,,
cg01140985,1.88756,0.09799,3.93E-33,,,
cg01785605,2.21357,0.11492,3.94E-33,,,
cg22532003,2.13357,0.11077,3.95E-33,,,
cg08428188,-1.62457,0.08435,3.96E-33,,,
cg07580975,-1.71347,0.08896,3.96E-33,,,
cg02390329,-2.36703,0.12289,3.96E-33,,,
cg07139440,-2.10592,0.10934,3.97E-33,,,
cg13852284,1.994,0.10353,3.97E-33,,,
cg16024274,2.47296,0.1284,3.97E-33,,,
cg19519319,-2.04514,0.10619,3.98E-33,,,
cg20170223,-2.13511,0.11086,3.98E-33,,,
cg02898412,1.86422,0.0968,3.99E-33,,,
cg25346117,-2.00883,0.10431,4.01E-33,,,
cg13173415,1.6733,0.08689,4.02E-33,,,
cg06857921,1.95906,0.10173,4.02E-33,,,
cg22949949,1.73381,0.09004,4.03E-33,,,
cg12004276,-1.9,0.09867,4.03E-33,,,
cg14126493,-2.35278,0.12219,4.04E-33,,,
cg05568454,2.12595,0.11041,4.05E-33,,,
cg02249841,1.78796,0.09286,4.05E-33,,,
cg02268192,-1.57258,0.08168,4.06E-33,,,
cg00353006,1.80645,0.09382,4.07E-33,,,
cg12899423,-2.17111,0.11277,4.08E-33,,,
cg21051815,2.73381,0.14199,4.08E-33,,,
cg14050053,-2.15798,0.11209,4.08E-33,,,
cg05501617,2.56489,0.13324,4.11E-33,,,
cg08433492,-1.48265,0.07702,4.12E-33,,,
cg02307277,1.80948,0.094,4.12E-33,,,
cg04236263,-1.46708,0.07621,4.13E-33,,,
cg14314744,-3.27687,0.17024,4.14E-33,,,
cg13504059,-1.68776,0.08768,4.14E-33,,,
cg02716826,1.37745,0.07156,4.15E-33,,,
cg12712768,1.23061,0.06393,4.15E-33,,,
cg06761377,1.25876,0.0654,4.17E-33,,,
cg14556909,-1.84548,0.09589,4.19E-33,,,
cg16912563,-2.3932,0.12435,4.20E-33,,,
cg02358664,-1.53634,0.07983,4.20E-33,,,
cg02551745,-1.93945,0.10078,4.20E-33,,,
cg04340553,1.7723,0.09209,4.20E-33,,,
cg24450653,1.81166,0.09415,4.24E-33,,,
cg04448487,-2.20763,0.11473,4.24E-33,,,
cg14799519,1.91378,0.09946,4.25E-33,,,
cg04581004,2.30235,0.11966,4.27E-33,,,
cg07598052,-1.81475,0.09432,4.27E-33,,,
cg24830664,-2.55485,0.13279,4.28E-33,,,
cg13424870,-2.50901,0.13041,4.28E-33,,,
cg17636366,2.6466,0.13756,4.29E-33,,,
cg17083982,-1.56364,0.08128,4.29E-33,,,
cg01055954,2.03777,0.10592,4.30E-33,,,
cg07216436,2.61063,0.13571,4.34E-33,,,
cg23664396,-2.11479,0.10994,4.34E-33,,,
cg02118564,1.64284,0.0854,4.34E-33,,,
cg17150663,-1.62544,0.0845,4.35E-33,,,
cg22371859,1.82059,0.09465,4.35E-33,,,
cg16051361,1.46931,0.07639,4.36E-33,,,
cg00948524,-2.72784,0.14182,4.36E-33,,,
cg10122267,-1.59407,0.08288,4.36E-33,,,
cg09339476,1.74027,0.09048,4.36E-33,,,
cg27097386,-1.597,0.08303,4.37E-33,,,
cg02217035,2.02542,0.1053,4.37E-33,,,
cg23114616,-2.17398,0.11303,4.39E-33,,,
cg00966522,1.41131,0.07338,4.39E-33,,,
cg15589042,1.89648,0.09861,4.39E-33,,,
cg16609957,-2.26817,0.11794,4.40E-33,,,
cg01160692,-2.05481,0.10685,4.41E-33,,,
cg24411946,2.00477,0.10425,4.42E-33,,,
cg14097568,-2.01486,0.10477,4.42E-33,,,
cg25832824,-1.76119,0.09158,4.42E-33,,,
cg26542218,-1.55547,0.08088,4.42E-33,,,
cg12379383,-1.72487,0.0897,4.43E-33,,,
cg07019315,1.98652,0.1033,4.44E-33,,,
cg09738156,-2.60656,0.13555,4.45E-33,,,
cg24790600,1.41183,0.07342,4.46E-33,,,
cg26033529,2.1365,0.11111,4.46E-33,,,
cg14995202,1.81259,0.09427,4.46E-33,,,
cg05363382,1.6774,0.08724,4.47E-33,,,
cg07223952,2.30677,0.11997,4.47E-33,,,
cg21814178,-1.79412,0.09331,4.47E-33,,,
cg13250285,1.89581,0.0986,4.47E-33,,,
cg26420444,2.03923,0.10607,4.52E-33,,,
cg09664216,2.43174,0.1265,4.55E-33,,,
cg21124714,-1.57358,0.08186,4.55E-33,,,
cg20927567,1.5006,0.07807,4.58E-33,,,
cg23879743,1.90139,0.09892,4.58E-33,,,
cg00674628,-1.80461,0.0939,4.61E-33,,,
cg07665352,1.8705,0.09733,4.62E-33,,,
cg24988036,-1.97483,0.10276,4.64E-33,,,
cg04676766,-1.6655,0.08666,4.64E-33,,,
cg22989958,-2.3813,0.12392,4.65E-33,,,
cg03261408,2.06387,0.1074,4.66E-33,,,
cg05611565,1.67571,0.08721,4.70E-33,,,
cg04330122,2.10353,0.10948,4.71E-33,,,
cg20059337,1.63937,0.08533,4.73E-33,,,
cg24054315,2.10977,0.10981,4.73E-33,,,
cg19302996,2.55584,0.13303,4.74E-33,,,
cg16218705,2.35885,0.12278,4.75E-33,,,
cg20643029,-2.0709,0.10779,4.75E-33,,,
cg26965089,-1.65412,0.0861,4.76E-33,,,
cg15476790,1.72668,0.08988,4.76E-33,,,
cg13388466,-2.37303,0.12353,4.77E-33,,,
cg09781028,2.35208,0.12244,4.77E-33,,,
cg05621259,-1.77487,0.09239,4.78E-33,,,
cg19975916,1.35323,0.07045,4.81E-33,,,
cg21484573,-1.57183,0.08184,4.82E-33,,,
cg13646005,1.93504,0.10075,4.83E-33,,,
cg04030848,-1.66129,0.08649,4.83E-33,,,
cg26312071,2.19268,0.11416,4.83E-33,,,
cg13222915,2.49958,0.13014,4.84E-33,,,
cg00468395,2.36605,0.12319,4.85E-33,,,
cg15089742,-1.30279,0.06783,4.85E-33,,,
cg21327194,1.82211,0.09489,4.90E-33,,,
cg08463297,-1.79428,0.09345,4.93E-33,,,
cg16497413,1.44212,0.07511,4.95E-33,,,
cg16604658,1.75151,0.09123,4.96E-33,,,
