"cpg","beta","se","p","i2","p_het","details"
"cg16867657",1.022678661,0.0596,6.38e-66,"","",""
"cg16762684",-1.485951354,0.0879,4.74e-64,"","",""
"cg11344352",-1.202391654,0.0719,9.15e-63,"","",""
"cg17110586",0.895010064,0.055,1.46e-59,"","",""
"cg04875128",1.514475668,0.0944,7.2e-58,"","",""
"cg08262002",-0.709871936,0.0453,2.72e-55,"","",""
"cg18618815",-0.94066244,0.0617,1.78e-52,"","",""
"cg00748589",0.863560239,0.0571,1.36e-51,"","",""
"cg15416179",-1.130954945,0.075,2.38e-51,"","",""
"cg12065799",-0.82323054,0.0549,8.15e-51,"","",""
"cg23479922",0.940347329,0.0638,4.07e-49,"","",""
"cg07544187",1.541117898,0.1055,2.35e-48,"","",""
"cg09038267",1.227286524,0.0847,1.48e-47,"","",""
"cg13033938",-0.699371174,0.0487,7.54e-47,"","",""
"cg19283806",-1.252549747,0.0873,9.82e-47,"","",""
"cg07547549",0.900260556,0.0632,5.02e-46,"","",""
"cg01949403",0.806500245,0.0567,7.53e-46,"","",""
"cg01243823",-1.27960825,0.09,7.9e-46,"","",""
"cg22242842",-0.952274537,0.0681,1.99e-44,"","",""
"cg06007201",-0.931610124,0.067,5.65e-44,"","",""
"cg03883331",1.151111178,0.0831,1.22e-43,"","",""
"cg13823169",-0.773510347,0.056,2.02e-43,"","",""
"cg13618979",-0.719128003,0.0524,7.8e-43,"","",""
"cg13119578",-0.798692324,0.0587,4.2e-42,"","",""
"cg06639320",0.854344839,0.0629,4.94e-42,"","",""
"cg22112435",-0.727627166,0.0536,5.3e-42,"","",""
"cg26325867",-0.770796124,0.0568,6.76e-42,"","",""
"cg11970349",0.781888512,0.0577,8.83e-42,"","",""
"cg00058879",0.977216866,0.0724,1.51e-41,"","",""
"cg02347984",-0.864049395,0.0641,1.95e-41,"","",""
"cg23606718",0.694667469,0.0516,2.59e-41,"","",""
"cg03725309",-0.975511325,0.0725,3e-41,"","",""
"cg03431918",-0.693920258,0.0517,3.83e-41,"","",""
"cg14674720",0.875599595,0.0655,8.32e-41,"","",""
"cg04424621",-0.921623261,0.069,1.09e-40,"","",""
"cg24724428",0.947524309,0.071,1.31e-40,"","",""
"cg22866430",1.046438608,0.0787,2.45e-40,"","",""
"cg08337633",-0.828318988,0.0624,2.99e-40,"","",""
"cg08554257",-1.288100923,0.097,3.21e-40,"","",""
"cg10475172",1.034643814,0.0781,5.17e-40,"","",""
"cg04389704",-0.72199882,0.0546,6.55e-40,"","",""
"cg06285727",-0.979790251,0.0742,8.43e-40,"","",""
"cg16180082",-1.105837272,0.084,1.27e-39,"","",""
"cg08090640",-0.835686879,0.0637,2.67e-39,"","",""
"cg22556056",0.787081449,0.0602,4.72e-39,"","",""
"cg25818109",-1.041692394,0.0797,4.82e-39,"","",""
"cg08871244",-0.902114691,0.0692,7.32e-39,"","",""
"cg24906410",-0.766792648,0.059,1.19e-38,"","",""
"cg16458838",1.455044481,0.1123,2.27e-38,"","",""
"cg16755833",1.034609196,0.08,3.17e-38,"","",""
"cg01912455",1.1133392,0.0862,3.52e-38,"","",""
"cg14010720",-0.659291685,0.0511,3.85e-38,"","",""
"cg00817377",-0.907699327,0.0704,5.08e-38,"","",""
"cg24404329",1.08233874,0.0843,9.49e-38,"","",""
"cg15867698",1.024939754,0.0799,1.21e-37,"","",""
"cg13784312",-1.056431899,0.0825,1.48e-37,"","",""
"cg11436113",-0.643644361,0.0503,1.52e-37,"","",""
"cg24403644",0.858915291,0.0671,1.68e-37,"","",""
"cg09232937",0.857556621,0.0671,1.99e-37,"","",""
"cg01927162",0.857608741,0.0672,2.58e-37,"","",""
"cg08468401",-1.003754178,0.0787,3.11e-37,"","",""
"cg06567855",-0.743403292,0.0583,3.24e-37,"","",""
"cg16765088",-0.799119783,0.0631,1.03e-36,"","",""
"cg21494776",0.771305973,0.0613,2.67e-36,"","",""
"cg24711224",-0.646652958,0.0514,3.09e-36,"","",""
"cg11587191",-0.759433858,0.0605,3.68e-36,"","",""
"cg00300216",0.768767752,0.0614,5.15e-36,"","",""
"cg05899984",1.215962083,0.097,5.15e-36,"","",""
"cg21139312",0.895059236,0.0716,6.81e-36,"","",""
"cg07707056",0.826946391,0.0661,7e-36,"","",""
"cg04324917",0.994661056,0.0796,8.08e-36,"","",""
"cg03881294",-0.973044652,0.0779,8.13e-36,"","",""
"cg26873338",1.036638261,0.083,8.18e-36,"","",""
"cg06769116",1.203056899,0.0963,8.82e-36,"","",""
"cg05756220",0.80988537,0.0649,8.87e-36,"","",""
"cg20523169",0.794043302,0.0637,1.11e-35,"","",""
"cg02650266",0.915539508,0.0734,1.11e-35,"","",""
"cg17100751",0.989546334,0.0796,1.85e-35,"","",""
"cg13246235",0.9549983,0.077,2.56e-35,"","",""
"cg15277914",-0.99707231,0.0805,3e-35,"","",""
"cg15427886",0.958298881,0.0776,4.5e-35,"","",""
"cg00884093",1.007132405,0.0816,4.9e-35,"","",""
"cg02340851",-0.643510102,0.0521,5.4e-35,"","",""
"cg11006267",1.259781158,0.1023,7.39e-35,"","",""
"cg07521929",-1.067016425,0.0867,8.74e-35,"","",""
"cg15035705",-0.781314343,0.0635,8.86e-35,"","",""
"cg07898573",-0.613374655,0.0499,1.04e-34,"","",""
"cg18301891",1.211645282,0.0987,1.13e-34,"","",""
"cg25580581",-0.975877255,0.0795,1.18e-34,"","",""
"cg26549701",0.752458638,0.0613,1.18e-34,"","",""
"cg20864568",-0.82330098,0.0671,1.28e-34,"","",""
"cg01020263",-0.969461094,0.079,1.34e-34,"","",""
"cg26221105",-0.681853225,0.0556,1.4e-34,"","",""
"cg08044097",0.896164448,0.0732,1.67e-34,"","",""
"cg24433287",1.075341054,0.0879,1.91e-34,"","",""
"cg26947127",1.017514403,0.0832,2.34e-34,"","",""
"cg12194336",0.944278536,0.0774,3.18e-34,"","",""
"cg06559756",0.755348599,0.062,3.47e-34,"","",""
"cg18310639",-0.877807294,0.072,3.52e-34,"","",""
"cg15034393",-1.008685537,0.0828,3.91e-34,"","",""
