"cpg","beta","se","p","i2","p_het","details"
"cg16366739",-0.00992,0.0016,1.62e-10,"","",""
"cg25789882",0.00897,0.0014,1.62e-10,"","",""
"cg26493932",0.01012,0.0016,1.62e-10,"","",""
"ch.12.2933188F",0.04028,0.0063,1.62e-10,"","",""
"cg06873027",0.00772,0.0012,1.62e-10,"","",""
"cg02376703",0.00652,0.001,1.62e-10,"","",""
"cg05913233",0.00612,0.001,1.62e-10,"","",""
"cg09728607",0.00706,0.0011,1.63e-10,"","",""
"cg12066583",0.01594,0.0025,1.63e-10,"","",""
"cg01698177",-0.01532,0.0024,1.63e-10,"","",""
"cg14841875",0.0089,0.0014,1.63e-10,"","",""
"cg19883017",0.02017,0.0032,1.63e-10,"","",""
"cg04661457",0.03185,0.005,1.63e-10,"","",""
"cg26027205",0.00605,9e-04,1.63e-10,"","",""
"cg18849621",0.01558,0.0024,1.63e-10,"","",""
"cg15497991",0.02416,0.0038,1.63e-10,"","",""
"cg21460402",0.01153,0.0018,1.63e-10,"","",""
"cg21158975",-0.03525,0.0055,1.63e-10,"","",""
"cg24587175",0.02207,0.0035,1.63e-10,"","",""
"cg00366471",0.01545,0.0024,1.63e-10,"","",""
"cg21221873",-0.01171,0.0018,1.63e-10,"","",""
"cg19935481",0.01098,0.0017,1.63e-10,"","",""
"cg03025013",0.00899,0.0014,1.63e-10,"","",""
"cg14811390",0.02023,0.0032,1.63e-10,"","",""
"cg00090612",0.01423,0.0022,1.63e-10,"","",""
"cg15560112",0.01019,0.0016,1.63e-10,"","",""
"cg18539988",-0.01782,0.0028,1.63e-10,"","",""
"cg22236143",-0.01072,0.0017,1.63e-10,"","",""
"cg17957801",0.00469,7e-04,1.64e-10,"","",""
"cg17227144",-0.01341,0.0021,1.64e-10,"","",""
"cg00184884",0.00632,0.001,1.64e-10,"","",""
"cg15229323",0.00624,0.001,1.64e-10,"","",""
"cg00505997",0.0085,0.0013,1.64e-10,"","",""
"cg18107232",0.01077,0.0017,1.64e-10,"","",""
"cg09568731",0.01009,0.0016,1.64e-10,"","",""
"cg11060604",-0.00956,0.0015,1.64e-10,"","",""
"cg13531667",0.01598,0.0025,1.64e-10,"","",""
"cg13210580",0.021,0.0033,1.64e-10,"","",""
"cg17298181",0.00881,0.0014,1.64e-10,"","",""
"cg08400019",0.00807,0.0013,1.64e-10,"","",""
"cg19061957",0.02566,0.004,1.64e-10,"","",""
"cg06365057",0.00566,9e-04,1.64e-10,"","",""
"cg05040778",-0.04482,0.007,1.64e-10,"","",""
"cg01764079",0.00815,0.0013,1.65e-10,"","",""
"cg19425083",0.00788,0.0012,1.65e-10,"","",""
"cg25989623",0.01409,0.0022,1.65e-10,"","",""
"cg23623270",0.00784,0.0012,1.65e-10,"","",""
"cg05264320",0.0058,9e-04,1.65e-10,"","",""
"cg01926269",0.01188,0.0019,1.65e-10,"","",""
"cg15597140",0.01155,0.0018,1.65e-10,"","",""
"cg18234111",0.02277,0.0036,1.65e-10,"","",""
"cg08606493",-0.00956,0.0015,1.65e-10,"","",""
"cg14689537",0.01912,0.003,1.65e-10,"","",""
"ch.13.85057763F",0.01364,0.0021,1.65e-10,"","",""
"cg20264529",0.00597,9e-04,1.65e-10,"","",""
"cg07698336",-0.02328,0.0036,1.65e-10,"","",""
"cg16960112",-0.01276,0.002,1.65e-10,"","",""
"cg03991369",-0.01656,0.0026,1.65e-10,"","",""
"cg02827029",-0.00612,0.001,1.65e-10,"","",""
"cg09721204",0.01718,0.0027,1.65e-10,"","",""
"cg11792483",0.00785,0.0012,1.65e-10,"","",""
"cg16256643",0.02347,0.0037,1.66e-10,"","",""
"cg18066451",0.01412,0.0022,1.66e-10,"","",""
"cg26210946",0.00941,0.0015,1.66e-10,"","",""
"cg15128147",0.02804,0.0044,1.66e-10,"","",""
"cg05386151",0.00959,0.0015,1.66e-10,"","",""
"cg06678912",-0.01628,0.0025,1.66e-10,"","",""
"cg14452896",0.00677,0.0011,1.66e-10,"","",""
"cg15605448",0.01178,0.0018,1.66e-10,"","",""
"cg22700017",0.01138,0.0018,1.66e-10,"","",""
"cg07135237",0.0236,0.0037,1.66e-10,"","",""
"cg16302650",0.01199,0.0019,1.66e-10,"","",""
"cg08006957",0.01032,0.0016,1.66e-10,"","",""
"cg21931938",0.00746,0.0012,1.66e-10,"","",""
"cg23400904",-0.03116,0.0049,1.66e-10,"","",""
"cg13840252",-0.01339,0.0021,1.66e-10,"","",""
"cg20557037",0.00976,0.0015,1.66e-10,"","",""
"cg03678333",0.00567,9e-04,1.66e-10,"","",""
"cg14868594",0.01118,0.0018,1.66e-10,"","",""
"cg23042847",-0.01551,0.0024,1.66e-10,"","",""
"cg03776878",-0.0123,0.0019,1.66e-10,"","",""
"cg21028352",-0.01232,0.0019,1.67e-10,"","",""
"cg03119532",-0.02235,0.0035,1.67e-10,"","",""
"cg05815893",0.01075,0.0017,1.67e-10,"","",""
"cg25984601",-0.0127,0.002,1.67e-10,"","",""
"cg00534371",-0.01887,0.003,1.67e-10,"","",""
"cg18076360",-0.02516,0.0039,1.67e-10,"","",""
"cg27127643",0.00734,0.0011,1.67e-10,"","",""
"cg06330722",0.00786,0.0012,1.67e-10,"","",""
"cg02724271",0.01102,0.0017,1.67e-10,"","",""
"cg03342278",0.0091,0.0014,1.67e-10,"","",""
"cg13929263",0.00522,8e-04,1.67e-10,"","",""
"cg16253142",0.00363,6e-04,1.67e-10,"","",""
"ch.4.43757150F",0.01166,0.0018,1.67e-10,"","",""
"cg23785882",-0.01144,0.0018,1.67e-10,"","",""
"cg00216523",0.01309,0.002,1.67e-10,"","",""
"cg01233397",-0.03342,0.0052,1.67e-10,"","",""
"cg01662102",0.01402,0.0022,1.67e-10,"","",""
"cg27204163",0.01455,0.0023,1.67e-10,"","",""
"cg09860530",-0.01158,0.0018,1.67e-10,"","",""
"cg10006762",0.01801,0.0028,1.67e-10,"","",""
"cg16017979",-0.0205,0.0032,1.67e-10,"","",""
"cg07109670",0.00892,0.0014,1.67e-10,"","",""
"ch.20.1390894R",0.02022,0.0032,1.67e-10,"","",""
"cg17016867",0.01571,0.0025,1.67e-10,"","",""
"cg22731383",-0.02375,0.0037,1.67e-10,"","",""
"cg01354384",0.0122,0.0019,1.67e-10,"","",""
"cg11638980",0.01857,0.0029,1.67e-10,"","",""
"cg24836583",0.00854,0.0013,1.67e-10,"","",""
"cg05375309",-0.02204,0.0034,1.67e-10,"","",""
"cg24335138",0.00688,0.0011,1.67e-10,"","",""
"cg17611512",0.01568,0.0025,1.67e-10,"","",""
"cg23249624",0.00887,0.0014,1.67e-10,"","",""
"cg18884368",0.01133,0.0018,1.67e-10,"","",""
"cg06891565",0.00811,0.0013,1.68e-10,"","",""
"cg20748955",0.01298,0.002,1.68e-10,"","",""
"cg13739279",0.00688,0.0011,1.68e-10,"","",""
"cg12358443",0.00513,8e-04,1.68e-10,"","",""
"cg18032744",0.00646,0.001,1.68e-10,"","",""
"cg25945821",0.00762,0.0012,1.68e-10,"","",""
"cg27061903",0.01204,0.0019,1.68e-10,"","",""
"cg18107409",0.01347,0.0021,1.68e-10,"","",""
"cg22790257",0.00476,7e-04,1.68e-10,"","",""
"cg16915316",0.01107,0.0017,1.68e-10,"","",""
"cg01812463",0.00616,0.001,1.68e-10,"","",""
"cg08447322",0.00899,0.0014,1.68e-10,"","",""
"cg21548032",0.00933,0.0015,1.68e-10,"","",""
"cg19698923",0.0266,0.0042,1.68e-10,"","",""
"cg25959149",-0.01639,0.0026,1.68e-10,"","",""
"cg23167585",0.00846,0.0013,1.68e-10,"","",""
"cg25782778",-0.01745,0.0027,1.69e-10,"","",""
"cg10079801",0.0047,7e-04,1.69e-10,"","",""
"cg08439439",-0.01831,0.0029,1.69e-10,"","",""
"cg14221264",0.0121,0.0019,1.69e-10,"","",""
"cg22831533",0.00588,9e-04,1.69e-10,"","",""
"cg10029031",0.00759,0.0012,1.69e-10,"","",""
"cg27570992",-0.01188,0.0019,1.69e-10,"","",""
"cg17333223",0.00953,0.0015,1.69e-10,"","",""
"cg10368052",-0.01034,0.0016,1.69e-10,"","",""
"cg06523307",-0.0188,0.0029,1.69e-10,"","",""
