cpg,beta,se,p,i2,p_het,details
cg03689146,0.016463255,0.002260422,1.14E-12,,,
cg01549315,0.013163842,0.001825806,1.78E-12,,,
cg00647040,0.009288846,0.001298741,2.53E-12,,,
cg23019745,0.008964155,0.001249251,2.57E-12,,,
cg16550757,0.0083684,0.001178473,3.80E-12,,,
cg14758072,0.008742483,0.001247081,6.52E-12,,,
cg25184724,0.00497626,0.000709052,6.74E-12,,,
cg08285915,0.008464752,0.001210868,7.28E-12,,,
cg00931520,0.007880554,0.001122615,9.00E-12,,,
cg23406509,0.008767966,0.001259299,9.30E-12,,,
cg07546293,0.00870413,0.001255303,1.20E-11,,,
cg04053417,0.007229405,0.001053211,2.00E-11,,,
cg01094687,0.008992552,0.001337679,4.17E-11,,,
cg25600933,0.012250277,0.001814868,4.36E-11,,,
cg22512803,0.008016927,0.00119749,5.15E-11,,,
cg08548444,0.007474749,0.001116962,5.41E-11,,,
cg07143815,0.012204768,0.001836415,7.70E-11,,,
cg07171111,0.009968835,0.001478831,7.72E-11,,,
cg15193133,0.014956965,0.002257541,8.25E-11,,,
cg07815799,0.010096107,0.001530809,9.72E-11,,,
cg24998527,0.013790528,0.002104648,1.23E-10,,,
cg25364822,0.00634954,0.000964388,1.32E-10,,,
cg21482472,0.012899646,0.001965724,1.39E-10,,,
cg05282518,0.01202111,0.001840268,1.51E-10,,,
cg11303738,0.011600824,0.001777926,1.65E-10,,,
cg03554573,0.014953106,0.002296444,1.78E-10,,,
cg22177868,0.008924992,0.001373209,1.96E-10,,,
cg13842421,0.011053297,0.001708103,1.97E-10,,,
cg24753061,0.00487975,0.000752693,2.05E-10,,,
cg11491002,0.011190746,0.001727727,2.14E-10,,,
cg04058752,0.00725811,0.00112228,2.49E-10,,,
cg12978820,0.009121077,0.001416193,2.58E-10,,,
cg01693598,0.008500551,0.001317172,2.76E-10,,,
cg15630950,0.010483978,0.001623688,2.77E-10,,,
cg00054210,0.010262301,0.001585939,2.92E-10,,,
cg02537108,0.010609321,0.001649801,3.33E-10,,,
cg27652893,0.007287342,0.001136827,3.43E-10,,,
cg12161971,0.018120887,0.002827585,3.99E-10,,,
cg09254101,0.01216128,0.001910739,4.14E-10,,,
cg09011574,0.00701757,0.001102992,4.62E-10,,,
cg06321808,0.009657543,0.001523743,5.11E-10,,,
cg02336869,0.004401427,0.000692628,6.17E-10,,,
cg17885791,0.005208068,0.000826829,6.26E-10,,,
cg02272859,0.008372344,0.001332454,6.64E-10,,,
cg09846177,0.009783635,0.001559719,6.79E-10,,,
cg18366169,0.007332192,0.001161397,7.12E-10,,,
cg11417259,0.00751005,0.001199996,7.32E-10,,,
cg27196467,0.013471315,0.002146444,7.55E-10,,,
