"cpg","beta","se","p","i2","p_het","details"
"cg22938275",0.155152535,0.027563,1.81277e-08,"","","MEHHP"
"cg05149386",0.310709101,0.056826,4.55924e-08,"","","MEHHP"
"cg11332336",0.220879891,0.041042,7.37188e-08,"","","MCNP"
"cg05149386",0.295876736,0.056229,1.42532e-07,"","","MEOHP"
"cg22938275",0.14132528,0.027365,2.41157e-07,"","","MEOHP"
"cg16159717",0.184032715,0.035715,2.5657e-07,"","","MCNP"
"cg00735591",0.286200569,0.055691,2.76134e-07,"","","MCNP"
"cg00563229",0.225628977,0.044928,5.11261e-07,"","","MCNP"
"cg22800025",1.003058587,0.201481,6.40999e-07,"","","MBzP"
"cg22938275",0.155694622,0.031857,1.0223e-06,"","","Sum DEHP"
"cg24907852",0.211025351,0.043337,1.11921e-06,"","","MCNP"
"cg22691333",0.18887991,0.038871,1.17905e-06,"","","MCNP"
"cg21890394",0.193533119,0.039867,1.20712e-06,"","","MCNP"
"cg26937061",0.24259304,0.050178,1.33403e-06,"","","MCNP"
"cg22938275",0.168717409,0.034985,1.41726e-06,"","","Sum HMW"
"cg11701621",0.147396337,0.030672,1.54357e-06,"","","MCNP"
"cg00117600",0.206105307,0.043387,2.03049e-06,"","","MCNP"
"cg09809806",0.136791438,0.028887,2.18597e-06,"","","MEHHP"
"cg00881086",0.186241908,0.039363,2.22952e-06,"","","MCNP"
"cg13499022",0.299850779,0.063597,2.41891e-06,"","","MCNP"
"cg24337600",0.157782114,0.033482,2.44764e-06,"","","MCNP"
"cg10072351",0.217500395,0.046226,2.53719e-06,"","","MCNP"
"cg05149386",0.33811943,0.071964,2.62163e-06,"","","Sum HMW"
"cg06381133",0.168022116,0.035798,2.68391e-06,"","","MCNP"
"cg04340095",0.185703562,0.039709,2.91623e-06,"","","MEOHP"
"cg16696856",0.194150166,0.041622,3.09134e-06,"","","MCNP"
"cg24222377",0.187318055,0.040177,3.12616e-06,"","","MCNP"
"cg04418576",0.13952429,0.029943,3.16844e-06,"","","MCNP"
"cg05903630",0.178219475,0.038439,3.54545e-06,"","","MCNP"
"cg09892131",0.184627116,0.039874,3.65286e-06,"","","MCNP"
"cg11265916",0.168785853,0.036505,3.77121e-06,"","","MCNP"
"cg19750882",0.158908515,0.034372,3.77863e-06,"","","MCNP"
"cg05149386",0.303158361,0.06573,3.98481e-06,"","","Sum DEHP"
"cg22938275",0.156608493,0.03401,4.12864e-06,"","","MECPP"
"cg17226584",0.146409221,0.031944,4.57729e-06,"","","MCNP"
"cg23763259",0.206170587,0.045015,4.64935e-06,"","","MCNP"
"cg09351449",0.164010508,0.035832,4.71235e-06,"","","MCNP"
"cg20516151",0.120170998,0.026475,5.65308e-06,"","","MEHHP"
"cg02895995",0.168530929,0.03714,5.68534e-06,"","","MCNP"
"cg23759831",0.150039111,0.03308,5.74367e-06,"","","MCNP"
"cg08553816",0.176487379,0.038953,5.8764e-06,"","","MCNP"
"cg04976319",0.201640376,0.044543,5.98522e-06,"","","MCNP"
"cg19226872",0.12306777,0.027198,6.04461e-06,"","","MCNP"
"cg14329976",0.259478103,0.05736,6.07669e-06,"","","MCNP"
"cg22938275",0.168424803,0.037259,6.17372e-06,"","","MCNP"
"cg18273501",0.168128891,0.037219,6.26493e-06,"","","MECPP"
"cg08059189",0.176398088,0.039108,6.46633e-06,"","","MCNP"
"cg25109009",0.24239502,0.053749,6.48901e-06,"","","MCNP"
"cg12623375",0.161152304,0.035811,6.79155e-06,"","","MCNP"
"cg18273501",0.156920812,0.034877,6.81917e-06,"","","Sum DEHP"
"cg04685459",0.114133291,0.025403,7.02625e-06,"","","MECPP"
"cg24375476",0.201895018,0.04497,7.13613e-06,"","","MCNP"
"cg04544093",0.202478071,0.045109,7.16795e-06,"","","MCNP"
"cg24543400",0.191518617,0.042747,7.45319e-06,"","","MCNP"
"cg21417675",0.139331393,0.03111,7.50911e-06,"","","MEHP"
"cg18273501",0.135748242,0.03031,7.51262e-06,"","","MEHHP"
"cg18099632",-0.208938002,0.046661,7.54113e-06,"","","MEP"
"cg13979305",0.210747143,0.047077,7.58149e-06,"","","MEHHP"
"cg00662232",0.205589179,0.045928,7.59482e-06,"","","MCNP"
"cg04489786",0.191684041,0.042889,7.84589e-06,"","","MCNP"
"cg26976687",0.192788235,0.043211,8.13548e-06,"","","MCNP"
"cg00562088",-0.107774178,0.024163,8.18334e-06,"","","MEP"
"cg07923459",0.134662112,0.030207,8.27124e-06,"","","MCNP"
"cg12108273",0.135792641,0.030465,8.2993e-06,"","","MCNP"
"cg04283868",0.289941607,0.065052,8.30807e-06,"","","MCNP"
"cg05578989",0.201319961,0.045304,8.84107e-06,"","","MEOHP"
"cg08697116",0.306391202,0.068965,8.88355e-06,"","","MECPP"
"cg00059424",0.198811491,0.044788,9.03994e-06,"","","MCNP"
"cg07882850",-0.293155809,0.066056,9.08087e-06,"","","MCNP"
"cg09217898",0.205292402,0.046349,9.45354e-06,"","","MECPP"
"cg10630028",0.16704378,0.03772,9.487e-06,"","","MCNP"
"cg07954885",0.145989395,0.032991,9.64053e-06,"","","MEHHP"
"cg26666292",-0.383474362,0.086703,9.74178e-06,"","","MiBP"
"cg16662139",0.239555207,0.054176,9.789e-06,"","","MCNP"
"cg11178189",0.222854581,0.050483,1.01277e-05,"","","MCNP"
"cg09231412",0.130401411,0.029572,1.03567e-05,"","","MCNP"
"cg20516151",0.134026854,0.030427,1.05824e-05,"","","Sum DEHP"
"cg05509327",0.163489697,0.037142,1.07375e-05,"","","MCNP"
"cg08678044",0.211421558,0.048031,1.0738e-05,"","","Sum HMW"
"cg18923803",0.135966124,0.030901,1.08223e-05,"","","MCNP"
"cg12038696",0.196460753,0.044697,1.10599e-05,"","","MCNP"
"cg13547419",0.182638755,0.041585,1.12347e-05,"","","MCNP"
"cg12985164",0.196498548,0.044756,1.13104e-05,"","","MCNP"
"cg26221423",0.162984117,0.037142,1.14301e-05,"","","MCNP"
"cg13848377",0.158513531,0.036137,1.152e-05,"","","MCNP"
"cg09809806",0.145680556,0.033263,1.18848e-05,"","","Sum DEHP"
"cg16257983",0.15308066,0.034965,1.19745e-05,"","","MCNP"
"cg01033191",0.257016754,0.058725,1.2054e-05,"","","MECPP"
"cg07456485",0.225462992,0.051525,1.2097e-05,"","","MCNP"
"cg06119461",0.136167211,0.031137,1.22485e-05,"","","MCNP"
"cg18273501",0.167371791,0.038279,1.22848e-05,"","","Sum HMW"
"cg23025395",0.133138691,0.030453,1.23147e-05,"","","MEHHP"
"cg20279895",0.263945738,0.06038,1.23448e-05,"","","MCNP"
"cg02727605",0.255677886,0.058494,1.23668e-05,"","","MCNP"
"cg19659987",0.136840511,0.031312,1.24132e-05,"","","MCNP"
"cg24317002",0.347549766,0.079573,1.25568e-05,"","","MCNP"
"cg01318291",0.158393105,0.036287,1.27089e-05,"","","MCNP"
"cg26549174",0.180469748,0.041353,1.27612e-05,"","","MCNP"
"cg14064488",0.193300905,0.044311,1.28665e-05,"","","MEHHP"
"cg07777008",0.23949703,0.054933,1.30189e-05,"","","MEOHP"
"cg08367083",0.383951458,0.088086,1.3077e-05,"","","MEOHP"
"cg17628040",0.146732664,0.03367,1.31271e-05,"","","MCNP"
"cg04197135",0.179335907,0.041159,1.31788e-05,"","","MCNP"
"cg21487067",0.1251379,0.028727,1.32394e-05,"","","MCNP"
"cg25446808",0.229762301,0.052749,1.32621e-05,"","","MCNP"
"cg22468123",0.170402496,0.039141,1.33927e-05,"","","MCNP"
"cg23733753",0.142310108,0.03271,1.35746e-05,"","","MCNP"
"cg15994159",0.136528143,0.031386,1.3614e-05,"","","MCNP"
"cg04340095",0.175053774,0.04026,1.37304e-05,"","","MEHHP"
"cg06920390",0.130261881,0.029972,1.38576e-05,"","","MEP"
"cg18238858",0.150238818,0.03457,1.38687e-05,"","","MCNP"
"cg07749194",0.138710141,0.03197,1.43259e-05,"","","MCNP"
"cg17020582",0.181779833,0.041928,1.4539e-05,"","","MCNP"
"cg11520003",-0.298688211,0.068901,1.45742e-05,"","","MiBP"
"cg20516151",0.140521646,0.03242,1.46125e-05,"","","MECPP"
"cg13580654",0.148436441,0.034248,1.46279e-05,"","","MCNP"
"cg21626253",0.20724215,0.047818,1.46451e-05,"","","MCNP"
"cg06685282",0.260257105,0.060082,1.47979e-05,"","","MECPP"
"cg13993853",0.08574149,0.019811,1.50545e-05,"","","MEHHP"
"cg14896695",0.148745149,0.034396,1.52847e-05,"","","MCNP"
"cg27026926",0.160479796,0.037156,1.56665e-05,"","","MECPP"
"cg04685459",0.103036201,0.023879,1.596e-05,"","","Sum DEHP"
"cg00547730",0.167156704,0.03874,1.59701e-05,"","","MCNP"
"cg15896084",0.202636482,0.046996,1.61929e-05,"","","MCNP"
"cg06721300",0.11968323,0.027772,1.63651e-05,"","","MEHHP"
"cg04855141",0.151518964,0.035164,1.64012e-05,"","","MEHHP"
"cg04685459",0.112901473,0.026211,1.65199e-05,"","","Sum HMW"
"cg23843629",0.139737367,0.032471,1.68175e-05,"","","MCNP"
"cg09809806",0.152559238,0.035452,1.68283e-05,"","","MECPP"
"cg10361950",0.141745119,0.032965,1.70912e-05,"","","MCNP"
"cg22623080",0.146245086,0.034019,1.71611e-05,"","","MCNP"
"cg01944038",0.12005087,0.027936,1.72893e-05,"","","MEOHP"
"cg00887700",0.126797871,0.029507,1.72915e-05,"","","MEHHP"
"cg04251662",0.189835312,0.044225,1.76692e-05,"","","MCNP"
"cg11053574",0.20407459,0.047568,1.78572e-05,"","","MCNP"
"cg06836772",0.132244264,0.030849,1.81198e-05,"","","MECPP"
"cg18664712",0.188253962,0.043931,1.82563e-05,"","","MCNP"
"cg22691333",0.152995592,0.035711,1.83344e-05,"","","MECPP"
"cg19103969",0.152076533,0.035499,1.83574e-05,"","","MCNP"
"cg26937061",0.162267273,0.037881,1.83866e-05,"","","MEHHP"
"ch.11.691621F",0.227264803,0.053065,1.84584e-05,"","","MEHHP"
"cg24851862",0.140492256,0.032805,1.847e-05,"","","MCNP"
"cg13530158",0.170788586,0.039891,1.85713e-05,"","","MCNP"
"cg02836586",0.12894127,0.030122,1.86322e-05,"","","MECPP"
"cg11332336",0.132973878,0.031068,1.86805e-05,"","","MEHHP"
"cg04685459",0.088987894,0.020798,1.87988e-05,"","","MEHHP"
"cg11450750",0.148106819,0.03465,1.91662e-05,"","","MCNP"
"cg04955303",0.157881057,0.03694,1.91969e-05,"","","MCNP"
"cg10948777",0.171255564,0.04009,1.93919e-05,"","","MCNP"
"cg19517525",0.217081622,0.050845,1.95909e-05,"","","MCNP"
"cg10324902",0.173252504,0.040582,1.96206e-05,"","","MCNP"
"cg25264265",0.188768444,0.044224,1.96829e-05,"","","MCNP"
"cg22543924",2.044710341,0.479028,1.9683e-05,"","","MCNP"
"cg20516151",0.111915851,0.026224,1.97559e-05,"","","MEOHP"
"cg26549326",0.142214404,0.03333,1.98223e-05,"","","MCNP"
"cg22601577",0.221021955,0.051813,1.99235e-05,"","","MCNP"
"cg09809806",0.122234714,0.028661,2.00092e-05,"","","MEOHP"
"cg24252723",0.126315184,0.029624,2.00907e-05,"","","MEHHP"
"cg14470448",0.151508475,0.035546,2.02302e-05,"","","MCNP"
"cg03016097",0.139243518,0.032681,2.03779e-05,"","","MCNP"
"cg08678044",0.198807931,0.046661,2.03795e-05,"","","MECPP"
"cg09952204",0.141887525,0.033302,2.03847e-05,"","","MCNP"
"cg13709054",0.074907345,0.017582,2.04082e-05,"","","MEHHP"
"cg02836586",0.120480487,0.028281,2.04374e-05,"","","Sum DEHP"
"cg26085197",0.10569633,0.02482,2.05795e-05,"","","MEOHP"
"cg24453429",0.170797031,0.04013,2.08036e-05,"","","MCNP"
"cg21417675",0.167894916,0.03947,2.10215e-05,"","","MEHHP"
"cg08983960",0.226072767,0.053161,2.11273e-05,"","","MCNP"
"cg12004730",0.173496741,0.040811,2.12614e-05,"","","MCNP"
"cg27563668",0.138140755,0.03251,2.14499e-05,"","","MCNP"
"cg17724054",0.173847757,0.040915,2.14738e-05,"","","MCNP"
"cg23387109",0.147946156,0.034821,2.14932e-05,"","","MCNP"
"cg00887700",0.168230228,0.039596,2.15089e-05,"","","MCNP"
"cg13809815",-0.481066748,0.113297,2.17556e-05,"","","MEP"
"cg18145505",0.191819431,0.045189,2.18757e-05,"","","MCNP"
"cg24252723",0.124110598,0.029297,2.2718e-05,"","","MEOHP"
"cg12421458",0.159191946,0.037578,2.272e-05,"","","MCNP"
"cg03533123",0.187617302,0.044307,2.29092e-05,"","","MEHHP"
"cg10426652",0.17039568,0.040261,2.31334e-05,"","","MCNP"
"cg17317180",0.316781542,0.074887,2.33567e-05,"","","MCPP"
"cg04960271",0.151099712,0.035724,2.34071e-05,"","","MCNP"
"cg23548487",0.179202675,0.042391,2.36381e-05,"","","MCNP"
"cg09217898",0.184098748,0.04355,2.36471e-05,"","","Sum DEHP"
"cg01900048",0.170855269,0.04044,2.39032e-05,"","","MCNP"
"cg11863397",0.169904742,0.040223,2.39966e-05,"","","MCNP"
"cg12054080",0.153097142,0.036256,2.41474e-05,"","","MCNP"
"cg03394237",0.150709613,0.035697,2.42228e-05,"","","MCNP"
"cg13868565",0.244125521,0.057829,2.42665e-05,"","","MEP"
"cg22725460",0.15009805,0.035567,2.4415e-05,"","","MCNP"
"cg23175281",0.148213375,0.035137,2.46364e-05,"","","MCNP"
"cg08307039",0.196130246,0.046505,2.47124e-05,"","","MCNP"
"cg04011030",0.152865051,0.036257,2.48489e-05,"","","MCNP"
"cg06317622",0.14999912,0.035582,2.49162e-05,"","","MCNP"
"cg23025395",0.127022305,0.030144,2.51017e-05,"","","MEOHP"
"cg00482488",0.214913259,0.051018,2.52586e-05,"","","MCNP"
"cg00369640",0.188465138,0.044768,2.55528e-05,"","","MCNP"
"cg11407345",0.170607266,0.040539,2.57084e-05,"","","MCNP"
