"cpg","beta","se","p","i2","p_het","details"
"cg00781519","","",2.67e-05,"","",""
"cg14707006","","",1.61e-06,"","",""
"cg22465281","","",0.000124,"","",""
"cg02574502","","",8.28e-05,"","",""
"cg20064122","","",2.01e-05,"","",""
"cg05982757","","",0.000184,"","",""
"cg03870497","","",0.000213,"","",""
"cg20294319","","",0.000123,"","",""
"cg19013399","","",0.000197,"","",""
"cg00031476","","",0.000104,"","",""
"cg24070123","","",0.000259,"","",""
"cg01561304","","",0.000135,"","",""
"cg26421593","","",5.95e-05,"","",""
"cg00594129","","",1.02e-06,"","",""
"cg08409642","","",0.000197,"","",""
"cg23402769","","",6.37e-05,"","",""
"cg06728098","","",0.000241,"","",""
"cg03698892","","",8.35e-05,"","",""
"cg13378388","","",0.000169,"","",""
"cg02888048","","",0.000251,"","",""
"cg17976191","","",0.00016,"","",""
"cg16401850","","",2.57e-05,"","",""
"cg21883293","","",3.77e-05,"","",""
"cg20071624","","",0.000167,"","",""
"cg14245102","","",0.000264,"","",""
"cg06867065","","",8.15e-05,"","",""
"cg08057038","","",1.87e-05,"","",""
"cg05124441","","",7.75e-05,"","",""
"cg19721680","","",0.000137,"","",""
"cg19834134","","",0.000197,"","",""
"cg22066304","","",5.58e-06,"","",""
"cg12797594","","",5.13e-05,"","",""
"cg07510539","","",2.56e-05,"","",""
"cg10342899","","",8.81e-06,"","",""
"cg02025192","","",9e-05,"","",""
"cg21285133","","",0.000172,"","",""
"cg00428601","","",0.000256,"","",""
"cg10511890","","",0.000239,"","",""
"cg24676817","","",0.000152,"","",""
"cg20618610","","",0.000111,"","",""
"cg26868250","","",0.000253,"","",""
"cg15822908","","",0.000225,"","",""
"cg09741592","","",0.000164,"","",""
"cg17647091","","",0.000155,"","",""
"cg25313468","","",0.000199,"","",""
"cg09058860","","",0.000194,"","",""
"cg26105725","","",8.66e-05,"","",""
"cg17154605","","",0.000119,"","",""
"cg03581262","","",4e-05,"","",""
"cg10514093","","",0.000152,"","",""
"cg14063488","","",0.000179,"","",""
"cg02811712","","",3.02e-05,"","",""
"cg00121045","","",0.00016,"","",""
"cg08246527","","",6.07e-05,"","",""
"cg15920762","","",3.93e-05,"","",""
"cg00568384","","",0.00023,"","",""
"cg09657354","","",0.000169,"","",""
"cg25072766","","",0.000236,"","",""
"cg20387429","","",6.18e-05,"","",""
"cg14220272","","",0.000113,"","",""
"cg04063589","","",4.13e-05,"","",""
"cg20829404","","",3.37e-05,"","",""
"cg17183023","","",0.000226,"","",""
"cg21673010","","",6.79e-05,"","",""
"cg09763865","","",0.000107,"","",""
"cg14608422","","",0.000202,"","",""
"cg16010370","","",0.000235,"","",""
"cg20191453","","",0.000215,"","",""
"cg01374654","","",0.000123,"","",""
"cg24167603","","",8.22e-05,"","",""
"cg20221591","","",4.06e-05,"","",""
"cg14250274","","",7.23e-06,"","",""
"cg23169883","","",0.000136,"","",""
"cg16959787","","",0.00018,"","",""
"cg26542412","","",0.000206,"","",""
"cg10626236","","",8.16e-05,"","",""
"cg22424536","","",0.00013,"","",""
"cg19137606","","",0.000159,"","",""
"cg11426427","","",5.72e-05,"","",""
"cg00630794","","",5.06e-05,"","",""
"cg06748078","","",8.7e-05,"","",""
"cg03243700","","",0.000102,"","",""
"cg06905984","","",0.000148,"","",""
"cg09965679","","",0.000255,"","",""
"cg25464034","","",0.000173,"","",""
"cg10064060","","",9.31e-05,"","",""
"cg21640038","","",0.000136,"","",""
"cg04932878","","",8.41e-05,"","",""
"cg17841765","","",3.33e-05,"","",""
"cg23584176","","",0.000175,"","",""
"cg08553572","","",3.96e-05,"","",""
"cg05031202","","",7.82e-05,"","",""
"cg07567777","","",3.8e-05,"","",""
"cg19311679","","",0.000117,"","",""
"cg01578341","","",0.000156,"","",""
"cg17755495","","",0.000219,"","",""
"cg13620028","","",6.79e-05,"","",""
"cg18466340","","",7.29e-05,"","",""
"cg06977036","","",2.44e-05,"","",""
"cg08321272","","",1.64e-05,"","",""
"cg11599612","","",0.000142,"","",""
"cg14202946","","",0.000149,"","",""
"cg22004443","","",0.000149,"","",""
"cg16714616","","",0.000149,"","",""
"cg02837110","","",0.000145,"","",""
"cg20415809","","",5.37e-06,"","",""
"cg01327474","","",8.79e-05,"","",""
"cg19037388","","",5.75e-05,"","",""
"cg22794704","","",9.7e-05,"","",""
"cg03531512","","",0.000166,"","",""
"cg25565479","","",0.000175,"","",""
"cg06464452","","",0.000178,"","",""
"cg16548911","","",0.000217,"","",""
"cg18921771","","",0.000206,"","",""
"cg11366849","","",0.00019,"","",""
"cg16387254","","",0.00022,"","",""
"cg19152508","","",0.000129,"","",""
"cg14348397","","",0.000251,"","",""
"cg06693487","","",0.000215,"","",""
"cg24165760","","",4.25e-05,"","",""
"cg03539039","","",0.000139,"","",""
"cg19047180","","",7.52e-05,"","",""
"cg22502448","","",0.000121,"","",""
"cg13588715","","",4.08e-05,"","",""
"cg15824864","","",0.000164,"","",""
"cg09065880","","",0.000182,"","",""
"cg09000583","","",0.000128,"","",""
"cg02770054","","",0.000192,"","",""
"cg21742923","","",7.29e-05,"","",""
"cg02892388","","",0.000131,"","",""
"cg18872778","","",0.000194,"","",""
"cg14064503","","",0.000146,"","",""
"cg18331412","","",0.000134,"","",""
"cg15083233","","",9e-05,"","",""
"cg01512265","","",0.000264,"","",""
"cg14660573","","",0.000128,"","",""
"cg23097696","","",0.000211,"","",""
"cg11244758","","",0.000197,"","",""
"cg07155664","","",6.33e-05,"","",""
"cg26407100","","",0.000155,"","",""
"cg24472375","","",0.000144,"","",""
"cg17787710","","",7.8e-05,"","",""
"cg05711235","","",0.000112,"","",""
"cg26535072","","",6.37e-05,"","",""
"cg20367223","","",6.69e-05,"","",""
"cg10406676","","",0.000256,"","",""
"cg13606015","","",0.000259,"","",""
"cg14433314","","",3e-05,"","",""
"cg18888595","","",0.000174,"","",""
"cg06911613","","",0.000128,"","",""
"cg04552555","","",0.000202,"","",""
"cg24307440","","",0.00026,"","",""
"cg09739036","","",3.98e-05,"","",""
"cg04275490","","",0.000135,"","",""
"cg00339687","","",0.000112,"","",""
"cg12727398","","",2.93e-05,"","",""
