cpg,beta,se,p,i2,p_het,details
cg04983687,-1.313,0.2818,3.17E-06,,,
cg12819873,-1.9661,0.465,2.36E-05,,,
cg07908654,-1.5799,0.4277,0.000221,,,
cg06824199,-2.1371,0.4573,2.96E-06,,,
cg27469152,-2.3126,0.5235,1.00E-05,,,
cg27468224,-1.3394,0.5706,0.0189,,,
cg13233042,-1.6399,0.4208,9.75E-05,,,
cg13197551,-1.1648,0.4546,0.0104,,,
cg09332506,-1.6296,0.4153,8.72E-05,,,
cg17041511,-2.0174,0.4932,4.31E-05,,,
cg07970948,-1.1616,0.2693,1.61E-05,,,
cg25854298,-1.9038,0.3922,1.21E-06,,,
cg09635874,0.1389,0.7819,0.859,,,
cg04085542,-0.0661,0.2519,0.793,,,
cg03553407,0.6981,0.5642,0.216,,,
cg12819826,0.5811,0.5458,0.287,,,
cg00854799,0.3812,0.5897,0.518,,,
cg05652668,-0.1985,0.5864,0.735,,,
cg17971837,-1.6713,0.7507,0.026,,,
