"cpg","beta","se","p","i2","p_het","details"
"cg05575921",-2.2962761,0.0851,1.58e-160,"","",""
"cg21566642",-1.859776145,0.0893,2.14e-96,"","",""
"cg03636183",-1.844643653,0.0888,7.26e-96,"","",""
"cg01940273",-1.800941169,0.0886,6.78e-92,"","",""
"cg21161138",-1.634552329,0.0891,4.2e-75,"","",""
"cg05951221",-1.581071545,0.0914,4.78e-67,"","",""
"cg25648203",-1.491949304,0.0914,6.78e-60,"","",""
"cg26703534",-1.436246649,0.091,3.8e-56,"","",""
"cg06126421",-1.309230407,0.0865,8.51e-52,"","",""
"cg24859433",-1.282706562,0.0879,3.25e-48,"","",""
"cg09935388",-1.327690351,0.0914,8.64e-48,"","",""
"cg19859270",-1.299479898,0.0924,5.97e-45,"","",""
"cg15342087",-1.258909071,0.0919,9.86e-43,"","",""
"cg23079012",-1.23874586,0.0924,5.55e-41,"","",""
"cg12806681",-1.17538314,0.0929,1.18e-36,"","",""
"cg14817490",-1.15982831,0.0929,9.45e-36,"","",""
"cg12876356",-1.150420585,0.0934,7.5e-35,"","",""
"cg03991871",-1.14124029,0.0928,8.64e-35,"","",""
"cg05284742",-1.105227459,0.0923,4.79e-33,"","",""
"cg18316974",-1.111308496,0.0933,1.07e-32,"","",""
"cg23576855",-1.109128775,0.0935,1.85e-32,"","",""
"cg03329539",-1.097297439,0.0927,2.62e-32,"","",""
"cg09662411",-1.029016581,0.0936,4.3e-28,"","",""
"cg03450842",-0.951940045,0.0879,2.33e-27,"","",""
"cg07339236",-1.01646598,0.094,2.91e-27,"","",""
"cg11660018",-0.963604225,0.0902,1.18e-26,"","",""
"cg18146737",-0.997291602,0.0941,3.1e-26,"","",""
"cg21322436",-0.948817152,0.0898,4.35e-26,"","",""
"cg02451831",-0.974941129,0.0935,1.79e-25,"","",""
"cg08709672",-0.932937395,0.0906,7.3e-25,"","",""
"cg06338710",-0.939758529,0.0942,1.87e-23,"","",""
"cg23161492",-0.924819019,0.0931,2.95e-23,"","",""
"cg06644428",-0.927359736,0.0937,4.07e-23,"","",""
"cg14580211",-0.890253121,0.091,1.33e-22,"","",""
"cg20295214",-0.85874195,0.088,1.63e-22,"","",""
"cg26361535",-0.914018825,0.0937,1.78e-22,"","",""
"cg27241845",-0.864945116,0.0887,1.85e-22,"","",""
"cg01901332",-0.880999895,0.0909,3.41e-22,"","",""
"cg04535902",-0.902010191,0.0942,1.03e-21,"","",""
"cg23916896",-0.893863781,0.0936,1.36e-21,"","",""
"cg24090911",-0.856855391,0.0903,2.44e-21,"","",""
"cg21611682",-0.868441909,0.0928,8.04e-21,"","",""
"cg26271591",-0.856383924,0.0934,4.83e-20,"","",""
"cg10750182",-0.84223025,0.0942,4.03e-19,"","",""
"cg03707168",-0.790875547,0.0888,5.32e-19,"","",""
"cg10399789",-0.813471771,0.0918,7.99e-19,"","",""
"cg17087741",-0.828595574,0.0939,1.14e-18,"","",""
"cg19254163",-0.741439075,0.0847,2.04e-18,"","",""
"cg01899089",-0.779476105,0.091,1.06e-17,"","",""
"cg14753356",-0.751546465,0.0882,1.64e-17,"","",""
"cg23771366",-0.789170877,0.0929,1.96e-17,"","",""
"cg26963277",-0.782673876,0.0927,3e-17,"","",""
"cg13193840",-0.779817472,0.0938,9.26e-17,"","",""
"cg04551776",-0.731261068,0.0887,1.63e-16,"","",""
"cg22851200",-0.7636274,0.0936,3.5e-16,"","",""
"cg19572487",-0.761504438,0.0934,3.58e-16,"","",""
"cg02583484",-0.746517203,0.0918,4.22e-16,"","",""
"cg25189904",-0.764443264,0.0942,4.72e-16,"","",""
"cg08149865",-0.738320522,0.0921,1.07e-15,"","",""
"cg07986378",-0.739199267,0.0922,1.08e-15,"","",""
