cpg,beta,se,p,i2,p_het,details
cg10311104,-7.56015E-05,,8.98E-01,,,
cg08752433,0.016464203,,3.35E-08,,,
cg26314722,0.011014972,,1.50E-08,,,
cg24054898,0.014989626,,7.30E-13,,,
cg23684410,0.019412386,,2.53E-13,,,
cg00945209,0.01349815,,2.09E-08,,,
cg18518074,0.017174162,,6.56E-12,,,
cg09706133,0.01021797,,1.37E-13,,,
cg21522988,0.004831699,,6.74E-02,,,
cg02656560,0.013410143,,4.90E-14,,,
cg11418177,0.012436804,,2.34E-07,,,
cg06736148,0.012774235,,3.06E-08,,,
cg08655071,0.01016729,,2.21E-07,,,
cg00829438,-0.004518003,,1.73E-02,,,
cg27541604,0.017547918,,1.17E-14,,,
cg03149593,-0.006060952,,5.70E-04,,,
cg14178364,0.011360094,,2.65E-08,,,
cg14038731,0.011207777,,2.28E-07,,,
cg20737259,-0.004893982,,2.30E-01,,,
cg09470958,0.000709556,,6.31E-01,,,
cg13803727,0.011372012,,2.51E-09,,,
cg03402926,0.010289023,,2.06E-05,,,
cg07326387,-0.013059379,,5.22E-07,,,
cg00092992,0.013867963,,2.06E-11,,,
cg03665078,0.011572076,,7.20E-10,,,
cg17327171,0.010386286,,5.59E-09,,,
cg17598574,0.00864483,,1.63E-06,,,
cg25700513,0.008880714,,8.94E-05,,,
cg16704703,0.013563717,,1.47E-05,,,
cg21890646,0.008075182,,3.63E-04,,,
cg09682727,0.007715165,,8.95E-06,,,
cg03411579,0.018087098,,2.07E-10,,,
cg15063951,-0.003087076,,8.15E-02,,,
cg05304729,0.01542556,,2.15E-06,,,
cg24003273,-0.004088095,,1.87E-01,,,
cg02183564,0.004638488,,5.18E-02,,,
cg05126095,0.005416872,,1.14E-02,,,
cg04232615,0.001772828,,4.78E-02,,,
cg24803637,-0.004917197,,1.32E-04,,,
cg02488934,0.017575694,,3.75E-17,,,
cg10833838,0.011180948,,1.62E-07,,,
cg24918798,-0.008368849,,1.18E-02,,,
cg07739398,-0.006180865,,3.99E-02,,,
cg05726118,0.013513934,,1.08E-08,,,
cg18675847,-0.005220878,,6.04E-04,,,
cg05995496,0.010752752,,8.26E-08,,,
cg03328526,-0.000274959,,7.46E-01,,,
cg23480341,0.007667425,,8.24E-07,,,
cg10461878,0.011417269,,2.49E-06,,,
cg06180389,0.012634925,,3.91E-08,,,
cg03117379,0.012084998,,3.17E-08,,,
cg17452625,-0.005480318,,9.71E-03,,,
cg09130043,0.001947337,,1.40E-01,,,
cg21598389,-0.007942512,,3.19E-02,,,
cg03655692,0.009432717,,4.63E-04,,,
cg02739853,-0.005464448,,3.95E-02,,,
cg21508639,0.015191626,,1.96E-12,,,
cg11821200,0.004911691,,6.54E-02,,,
cg10787197,0.012648922,,1.87E-07,,,
cg12178432,-0.000660564,,8.63E-01,,,
cg25811526,0.013597606,,6.53E-10,,,
cg11074362,-0.012579019,,6.62E-04,,,
cg04738673,-0.008158189,,1.66E-03,,,
cg03950873,0.014855445,,3.13E-11,,,
cg10812889,0.004131689,,1.11E-01,,,
cg14130119,-0.009367244,,1.30E-03,,,
cg26635346,-0.007204465,,6.58E-02,,,
cg16107640,-0.003423798,,4.61E-03,,,
cg26076905,0.004797136,,8.74E-03,,,
cg24251448,-0.00281592,,2.50E-02,,,
cg16634901,-0.002470519,,1.80E-01,,,
cg10218777,-0.006178113,,8.46E-02,,,
cg02570888,0.010968041,,8.07E-04,,,
cg06621080,0.015161015,,1.14E-12,,,
cg22148297,0.001688121,,7.97E-02,,,
cg07600998,0.01252316,,4.20E-16,,,
cg26176204,0.000466081,,8.65E-01,,,
cg27658031,0.000513936,,2.83E-01,,,
cg22040158,0.013963967,,5.56E-12,,,
cg26959655,0.004055169,,1.57E-02,,,
cg06454464,-0.003169442,,1.89E-02,,,
cg17680696,-0.003455433,,1.35E-02,,,
cg08551248,0.0016182,,4.25E-02,,,
cg10938899,-0.004041976,,2.46E-01,,,
cg07442040,-0.004682012,,1.46E-01,,,
cg16489360,0.003320069,,2.34E-01,,,
cg14485357,0.003406029,,7.67E-03,,,
cg15485496,-0.004471951,,7.09E-03,,,
cg14214460,-0.006486703,,1.02E-02,,,
cg12044923,0.015342966,,2.60E-14,,,
