"cpg","beta","se","p","i2","p_het","details"
"cg25742326","","",1.85e-20,"","",""
"cg22381068","","",2.71e-25,"","",""
"cg09364122","","",7.94e-17,"","",""
"cg19860160","","",3.1e-18,"","",""
"cg25340711","","",9.15e-18,"","",""
"cg27185793","","",2.26e-29,"","",""
"cg21837069","","",1.24e-29,"","",""
"cg14667273","","",2e-15,"","",""
"cg27391934","","",5.86e-15,"","",""
"cg16306898","","",4.35e-12,"","",""
"cg15487867","","",2.12e-07,"","",""
"cg06943420","","",9.86e-16,"","",""
"cg01189072","","",5.51e-08,"","",""
"cg16989443","","",1.79e-25,"","",""
"cg18231054","","",1.46e-16,"","",""
"cg26067203","","",3.35e-13,"","",""
"cg26031954","","",2.59e-17,"","",""
"cg12799824","","",8.56e-19,"","",""
"cg08884752","","",7.64e-25,"","",""
"cg08640824","","",1.74e-21,"","",""
"cg01787285","","",3.94e-23,"","",""
"cg15564619","","",6.8e-23,"","",""
"cg17942763","","",1.58e-22,"","",""
"cg15132013","","",5.59e-17,"","",""
"cg21442419","","",2.86e-11,"","",""
"cg18155888","","",3.58e-32,"","",""
"cg25730685","","",1.01e-18,"","",""
"cg00532449","","",1.09e-10,"","",""
"cg17128799","","",4.06e-22,"","",""
"cg11677857","","",2.75e-09,"","",""
"cg00017437","","",2.63e-18,"","",""
"cg09938406","","",3.96e-14,"","",""
"cg10893986","","",3.8e-34,"","",""
"cg09845604","","",6.46e-33,"","",""
"cg16394551","","",3.39e-26,"","",""
"cg15491247","","",2.69e-26,"","",""
"cg06911744","","",5.9e-22,"","",""
"cg26000536","","",2.01e-24,"","",""
"cg10557907","","",1.28e-18,"","",""
"cg21156590","","",5.44e-36,"","",""
"cg06262497","","",1.35e-30,"","",""
"cg04021697","","",3.67e-28,"","",""
"cg16823083","","",1.13e-25,"","",""
"cg26128092","","",7.83e-18,"","",""
"cg07382920","","",6.92e-22,"","",""
"cg20611911","","",5.48e-21,"","",""
"cg07045089","","",1.68e-21,"","",""
"cg19375403","","",1.02e-11,"","",""
"cg20959866","","",3.32e-19,"","",""
"cg13495205","","",9.95e-30,"","",""
"cg15484532","","",1.33e-21,"","",""
"cg17741689","","",8.64e-28,"","",""
"cg12475759","","",1.92e-29,"","",""
"cg09175749","","",1.61e-17,"","",""
"cg17525406","","",2e-27,"","",""
"cg08159291","","",4.2e-21,"","",""
"cg02483484","","",7.43e-14,"","",""
"cg24019371","","",3.86e-18,"","",""
"cg12065138","","",9.56e-15,"","",""
"cg02837536","","",8.79e-16,"","",""
"cg21211271","","",5.4e-38,"","",""
"cg19180828","","",4.97e-33,"","",""
"cg27307298","","",7.32e-33,"","",""
"cg26250989","","",5.29e-22,"","",""
"cg06834177","","",2.97e-19,"","",""
"cg23230478","","",1.49e-31,"","",""
"cg09864345","","",1.55e-17,"","",""
"cg05462761","","",1.18e-17,"","",""
"cg27539986","","",5.96e-31,"","",""
"cg09159285","","",1.82e-28,"","",""
"cg19237113","","",1.25e-42,"","",""
"cg22229039","","",6.57e-20,"","",""
"cg14511923","","",6.58e-22,"","",""
"cg02277850","","",8.27e-16,"","",""
"cg23987789","","",4.43e-22,"","",""
"cg19274341","","",4.62e-25,"","",""
"cg00258316","","",3.02e-10,"","",""
"cg20014974","","",3.48e-28,"","",""
"cg02847588","","",2.12e-30,"","",""
"cg00590817","","",7.09e-33,"","",""
"cg12700319","","",6.49e-30,"","",""
"cg06780032","","",9.99e-36,"","",""
"cg04508870","","",1.29e-17,"","",""
"cg01024458","","",1.35e-26,"","",""
"cg06635351","","",8.22e-31,"","",""
"cg25849281","","",6.59e-19,"","",""
"cg06972019","","",1.41e-25,"","",""
"cg13432294","","",1.76e-26,"","",""
"cg04901835","","",8.87e-19,"","",""
"cg14961476","","",1.58e-14,"","",""
"cg01800148","","",3.4e-18,"","",""
"cg22373770","","",1.04e-28,"","",""
"cg16102739","","",2.57e-39,"","",""
"cg14418802","","",1.79e-10,"","",""
"cg25755851","","",1.01e-27,"","",""
"cg00952054","","",5.52e-24,"","",""
"cg18976437","","",8.47e-09,"","",""
"cg07805542","","",4.6e-34,"","",""
"cg16578549","","",4.05e-15,"","",""
"cg10796749","","",1.87e-20,"","",""
"cg20413202","","",7.62e-19,"","",""
"cg01415937","","",6.77e-32,"","",""
"cg03344767","","",1.65e-17,"","",""
"cg05379302","","",9.39e-15,"","",""
"cg24724832","","",1.29e-14,"","",""
"cg17745097","","",1.48e-13,"","",""
"cg19940644","","",2.17e-26,"","",""
"cg25382900","","",1.44e-20,"","",""
"cg24492058","","",4.96e-32,"","",""
"cg06853894","","",2.8e-33,"","",""
"cg07586026","","",4.94e-19,"","",""
"cg07242540","","",4.02e-17,"","",""
"cg07143158","","",2.92e-27,"","",""
"cg19263548","","",1.06e-33,"","",""
"cg04943879","","",1.3e-39,"","",""
"cg09517873","","",6.03e-11,"","",""
"cg11178863","","",1.09e-29,"","",""
"cg09936426","","",5.66e-26,"","",""
"cg23071120","","",4.72e-10,"","",""
"cg26536189","","",7.79e-10,"","",""
"cg11791751","","",3.09e-09,"","",""
"cg16277479","","",3.41e-13,"","",""
"cg18877506","","",7.81e-19,"","",""
"cg21819468","","",1.07e-14,"","",""
"cg05281894","","",8.36e-12,"","",""
"cg09804380","","",3.17e-11,"","",""
"cg24671344","","",1.36e-10,"","",""
"cg08548284","","",6.5e-26,"","",""
"cg15007156","","",2.65e-28,"","",""
"cg25104105","","",3.68e-24,"","",""
"cg10228777","","",5.25e-13,"","",""
"cg05006349","","",9.49e-13,"","",""
"cg03391684","","",2.31e-16,"","",""
"cg00185566","","",7.22e-12,"","",""
"cg04996873","","",8.18e-13,"","",""
"cg00101629","","",2.81e-27,"","",""
"cg00702647","","",2.55e-14,"","",""
"cg06207778","","",1.94e-16,"","",""
"cg14160480","","",2.29e-25,"","",""
"cg03096785","","",6.14e-18,"","",""
"cg19267254","","",1.3e-17,"","",""
"cg02900441","","",3.43e-17,"","",""
"cg16354688","","",9.01e-31,"","",""
"cg06882340","","",1.16e-11,"","",""
"cg07146104","","",2.88e-28,"","",""
"cg23072161","","",6.78e-26,"","",""
"cg18787437","","",4.06e-21,"","",""
"cg02998240","","",3.48e-27,"","",""
"cg20430773","","",9.99e-19,"","",""
"cg03885055","","",7.32e-21,"","",""
"cg04206025","","",2.38e-27,"","",""
"cg07926618","","",1.87e-28,"","",""
